,OBJECTID1,File_tag,Provider,DateOnly,Date,Date_1,Time_2,Latitude_3,Longitude_3,Address_of_incident_4,ID_of__nearest__asset_5,ID_of_nearest__polyphase__line_,Voltage_of_line_in_which__fire_,Network_categorisation_8,Type_of_primary_asset__involved,Phase_s__of__line_or__transform,Kind_of_fire_start_as_per_Claus,Location__area_12,Location_multiplier,Fire__danger__rating_13,Danger_multiplier,Product_of_multipliers,DNSP_record_number_14,OSIRIS___ESV__reference__number,Fault__description_16,Overhead_conductors,BUFF_DIST,FOR_CODE,FOR_TYPE,FOR_CAT,COVER,HEIGHT,FOREST,Elevation,STATION_ID,CODE,NAME,WeatherStation,Monthly Avg Rainfall,Monthly Mean Max Temperature,Monthly Mean Solar Exposure,Is_Fire
525,526,United 17/78,United,1/03/2018,3/1/18 0:00,43160.0,0.192210648,-38.06805052,145.1231574,14 BREEZE STREET BONBEACH,3302609.0,CRM14,22kV AC,Urban, - crossarm (wood),three phase,Started in or originated from a distribution system,LBRA only,0.2,Low-moderate,0.2,0.04,5452.0,20180302UTD_02,"X-arm broken at pole LIS 3302609. Replaced xarm, repaired LV mains, replaced insulators on HV.",,7.62,0,Non forest,Non forest,6,6,0,2.911064148,94870,YMMB,MOORABBIN AWS,,24.6,24.9,16.6,0
258,259,Powercor 18/233,Powercor,16/04/2019,16/04/2019,,,-38.14558581,143.629669,"1992 Colac Ballarat Road, Beeac",30052273.0,CLC003,22kV AC,Rural Long, - overhead conductor (bare; all aluminium conductor),three phase,"Started by any tree, or part of a tree, falling upon or coming into contact with a distribution system",within area delineated on plan LEGL./16-354,4.6,Very high,1.0,4.6,,20190418PWA_02,"A customer called concerned about a tree branch that had fallen onto the High Voltage conductors and started a fire.   On arrival the crew found that a tree branch had fallen and contacted the HV conductors and then onto the ground.
This caused a ground f",,7.62,0,Non forest,Non forest,6,6,0,120.8353958,94845,YOLA,COLAC AP,,11.6,22,11.1,0
155,156,United 17/20,United,8/07/2017,7/8/17 0:00,42924.0,0.735023148,-38.33131965,144.7145417,298 HOTHAM ROAD PORTSEA,1307139.0,STO13,Low voltage AC (<1kV),Urban, - connection box,three phase,Started in or originated from a distribution system,LBRA only,0.2,No forecast,0.1,0.02,5278.0,20170809UTD_02,"Cnr franklin & Hotham, lis # 1307139 replaced 3ph FMB and also replaced neutral LV pin and insulator, did ignite LV xarm but is ok, Fire Report # 02284",,7.62,0,Non forest,Non forest,6,6,0,17.61515236,94857,GROV,GEELONG AP AWS,,35.6,14.5,7.9,0
123,124,Powercor 18/279,Powercor,6/06/2019,6/06/2019,,,-38.41107948,144.1848546,"14 Minifie Avenue, Anglesea",,WPD021,Low voltage AC (<1kV),Rural Short, - connection box,three phase,Started in or originated from a distribution system,LBRA only,0.2,No forecast,0.1,0.02,,20190607PWA_07 ,"Emergency Services reported a pole fire and a grass fire at the incident location.
On arrival the crew found that a 3 phase FOLCB had overheated and dropped hot debris to the ground, resulting in a small ground fire of less than 1 metre square at the base",,7.62,0,Non forest,Non forest,6,6,0,6.691833019,94846,AIRE,AIREYS INLET AWS,,57.5,15.5,7.2,0
1285,1286,Ausnet 17/47,Ausnet,22/11/2017,11/22/17 7:03,43061.29375,43061.29375,-37.43674398,144.977824,"20 MACSFIELD ROAD, WALLAN VIC 3756",912838.0,KLO24,22kV AC,RURAL SHORT, - fuse (EDO fuse),three phase,Otherwise started by a distribution system,within area delineated on plan LEGL./16-354,4.6,LOW-MODERATE,0.2,0.92,231358.0,20171220SPN_01,Candled EDO fuse tube.,,7.62,0,Non forest,Non forest,6,6,0,311.6804199,94860,KMG,KILMORE GAP AWS,,46.2,25.9,22.8,0
1147,1148,Powercor 18/269,Powercor,0/01/1900,,,,-37.7086291,144.788111,1A BOBBORA COURT TAYLORS LAKES 3038,,SA003,Low voltage AC (<1kV),Urban, - transformer (kiosk mounted),three phase,Started in or originated from a distribution system,LBRA only,0.2,High,0.5,0.1,,20190528PWA_04 ,"Customers and Fire Brigade reported BOBBORA-ADMIRALS 300kVA Kiosk on fire. 
LV switchboard end of the kiosk was burnt out internally.
Fire brigade extinguished the fire.
There was no ground fire, no reported injuries or third party property damage.",,7.62,0,Non forest,Non forest,6,6,0,94.00003052,94866,YMML,MELBOURNE AP,,FALSE,FALSE,FALSE,0
1081,1082,Ausnet 18/39,Ausnet,19/10/2018,10/19/18 10:55,43392.45486,43392.45486,-37.87923,147.987518,"17 CHURCH STREET, LAKES ENTRANCE VIC 3909",1901962.0,BDL41,22kV AC,RURAL LONG, - fuse (EDO fuse),three phase,Otherwise started by a distribution system,LBRA only,0.2,LOW-MODERATE,0.2,0.04,,20181113SPN_01,Blown EDO fuse appears to have been candling. No fire,,7.62,0,Non forest,Non forest,6,6,0,0.200000003,95904,LKE,LAKES ENTRANCE,,24.9,21.4,19.2,1
1047,1048,Ausnet 16/43,Ausnet ,16/10/2016,10/16/16 22:35,42659.94156,42659.94156,-37.76725099,145.471065,,1014014.0,WYK12,22kV AC,RURAL SHORT, - overhead conductor (bare; all aluminium conductor),three phase,"Started by any tree, or part of a tree, falling upon or coming into contact with a distribution system",within area delineated on plan LEGL./16-354,4.6,No forecast,0.1,0.46,224759.0,20161017SPN_01,An AusNet Services' fault crew attended an incident and advised CEOT that a small ground fire was observed around AusNet Services' assets ex HV Switch LD463. The fire size was less than 10m x 1m in size. A tall gum tree fell onto the HV overhead line and ,,7.62,0,Non forest,Non forest,6,6,0,133.0820313,94864,YCEM,COLDSTREAM AWS,,70.2,19.3,17.5,0
1300,1301,Powercor 16/176,Powercor,3/04/2017,4/3/17 0:00,42828.0,0.493055556,-37.177385,141.50675,,32101722.0,CHM011,12.7kV AC (SWER),Rural Long, - dropper / bridge,single wire earth return (SWER),Started in or originated from a distribution system,HBRA only,1.0,Low-moderate,0.2,0.2,12994.0,20170411PWA_01,"A customer called to report the top of a pole at their premises was sparking and on fire. A crew attended and found the live line flex had broken off at the top EDO connection at SWER substation pole Thornlea 7, resulting is arcing and the top EDO cap mel",,7.62,0,Non forest,Non forest,6,6,0,160.3928986,95832,EDEX,EDENHOPE AWS,,142.7,20.8,10.8,0
643,644,Ausnet 18/38,Ausnet,3/10/2018,10/3/18 17:01,43376.7097,43376.7097,-38.07031599,145.494067,"RACECOURSE ROAD, PAKENHAM VIC 3810",503172.0,PHM21,22kV AC,URBAN, - arc suppresion coil,three phase,Started by any other thing forming part of or coming into contact with a distribution system,LBRA only,0.2,LOW-MODERATE,0.2,0.04,,20181005SPN_01,"Whilst closing the No. 2 Cap Bank and it's No2 Step Switch, the cap bank CT failured resulting in fire at the cap bank tripping both the CB and Step Switch on Earth Fault.
Asset failure report not available",,7.62,0,Non forest,Non forest,6,6,0,36.17610168,94879,CRAN,CRANBOURNE,,24.9,21.4,19.2,0
332,333,United 16/73,United,13/02/2017,2/13/17 0:00,42779.0,0.381736111,-38.13215425,145.124585,,3309074.0,FTN14,22kV AC,Urban, - insulators,three phase,Started in or originated from a distribution system,LBRA only,0.2,Low-moderate,0.2,0.04,5171.0,20170214UTD_02,X arm fire at T pole lis 3309074 Nepean Hwy Allawah ave. CFA in attendance. HV Xarm replaced,,7.62,0,Non forest,Non forest,6,6,0,5.906672478,94879,CRAN,CRANBOURNE,,47,25.9,20.5,0
558,559,United 16/84,United,22/03/2017,3/22/17 0:00,42816.0,0.281087963,-37.9716333,145.0150249,,1817406.0,BR 13,Low voltage AC (<1kV),Urban, - overhead service conductor (residential),single phase,Started in or originated from a distribution system,LBRA only,0.2,Low-moderate,0.2,0.04,5207.0,20170329UTD_03,"replaced 3phs grey twisted service -lis: 1817406 -(fire was at clamp of old service, new style clamp fitted on old grey twisted service which is no-complient) - fire out when crew arrived - no damage to customers premise ",,7.62,0,Non forest,Non forest,6,6,0,14.88041592,94870,YMMB,MOORABBIN AWS,,29.2,26.9,16.8,0
962,963,Ausnet 18/30,Ausnet,5/08/2018,8/5/18 20:12,43317.84167,43317.84167,-37.766094,145.239649,"34 CROYDON ROAD, CROYDON VIC 3136",1203025.0,RWN31,22kV AC,RURAL SHORT, - earth / earthing,three phase,"Started by any person, bird, reptile or other animal coming into contact with a distribution system",within area delineated on plan LEGL./16-354,4.6,NO FORECAST,0.1,0.46,234762.0,20180806SPN_01,A possum short circuited the 22kV overhead conductor to earth on a steel X-arm on a concrete Substation pole. The short circuit caused the LV earth to be damaged at ground level where it was in contact with the earthed concrete pole. There was a small gra,,7.62,0,Non forest,Non forest,6,6,0,130.4500275,95867,SCOR,SCORESBY AWS,,49.4,15.1,10.1,0
228,229,Ausnet 17/50,Ausnet,26/11/2017,11/26/17 10:00,43065.41667,43065.41667,-38.43363499,146.037148,"105 STRZELECKI HWY, BOOROOl VIC 3953",2002447.0,LGA11,22kV AC,RURAL LONG, - fuse (EDO fuse),three phase,Otherwise started by a distribution system,HBRA only,1.0,LOW-MODERATE,0.2,0.2,231401.0,20171220SPN_04,Burnt EDO fuse tube.,,7.62,0,Non forest,Non forest,6,6,0,72.78773499,95854,ELLI,ELLINBANK,,46.2,25.9,22.8,0
903,904,Jamena 16/36,Jamena,25/06/2017,6/25/17 0:00,42911.0,0.8,-37.73695,144.993198,,,CN8,Low voltage AC (<1kV),Urban,Public lighting,single phase,Started by any other thing forming part of or coming into contact with a distribution system,LBRA only,0.2,No forecast,0.1,0.02,150619.0,20170629JEM_01,Public lighting fire. Lantern replaced on the day.,,7.62,0,Non forest,Non forest,6,6,0,75.00556183,95873,BUND,BUNDOORA,,21.4,14.9,7.2,1
318,319,United 17/88,United,10/03/2018,3/10/18 0:00,43169.0,0.786423611,-38.25013008,145.0818425,945 MOOROODUC HIGHWAY MOOROODUC,1104826.0,MTN24,Low voltage AC (<1kV),Rural Short, - connection box,single phase,Started in or originated from a distribution system,HBRA only,1.0,Very high,1.0,1.0,5473.0,20180313UTD_06,replcd 100amp fuse box due to burnt out box caused fire on the ground... fire report # 6761..LIS 1104826,,7.62,0,Non forest,Non forest,6,6,0,52.91733932,94898,CERB,CERBERUS AWS,,24.6,24.9,16.6,0
1721,1722,Powercor 16/166,Powercor,19/03/2017,3/19/17 0:00,42813.0,0.684722222,-34.270523,142.17199,,32148440.0,RCT021,22kV AC,Rural Short,Other ,three phase,Started in or originated from a distribution system,LBRA only,0.2,High,0.5,0.1,12925.0,20170321PWA_06,"Customer reported pole on fire at base of pole. On arrival, crew found 2 separate spot fires (5-10 square meters) at bottom of 2 pole substations within 200m of each other. Customer had extinguished the fire, no CFA attendance. One section fuse operated, ",,7.62,0,Non forest,Non forest,6,6,0,48.62236786,94693,YMIA,MILDURA,,29.2,26.9,16.8,1
265,266,PowerCor 19/229,PowerCor,9/02/2020,2/9/20 0:00,43870.0,0.529166667,-38.152787,144.163531,13 Nobles road Gnarwarre,33104059.0,WPD011,22kV AC,Rural Short, - overhead conductor (bare; steel),three phase,"Started by any tree, or part of a tree, falling upon or coming into contact with a distribution system",within area delineated on plan LEGL./16-354,4.6,Very high,1.0,4.6,,20200210PWA_01,"Pine tree fell into during strong easterly wind, igniting trees and causing a small grass fire of approximately 10 by 6 metres. Some damage to 2 sections of farm fencing. No injuries",,7.62,0,Non forest,Non forest,6,6,0,93.92412567,94857,GROV,GEELONG AP AWS,,75.8,24.4,17.9,0
1495,1496,Powercor 16/27,Powercor,15/08/2016,8/15/16 0:00,42597.0,0.425,-36.365175,145.29992,,33088545.0,MNA014,22kV AC,Rural Long, - overhead conductor (bare; all aluminium conductor),three phase,"Started by any person, bird, reptile or other animal coming into contact with a distribution system",LBRA only,0.2,No forecast,0.1,0.02,12319.0,20160815PWA_03,"On arrival the fault crew found that a 22kV overhead conductor had broken off at the dead end and the conductor was hanging low about 1.5 meters. 
The conductor dead end appears to have broken as a result of a flashover involving two black ducks (both dec",,7.62,0,Non forest,Non forest,6,6,0,106.1468964,95836,TISA,TATURA INSTITUTE,,69.4,15.9,10.1,0
725,726,Jamena 19/20,Jamena,9/07/2019,7/9/19 0:00,43655.0,0.389212963,-37.765364,144.888772,"UNIT 4 12 CHICAGO STREET, MARIBYRNONG VIC 3032",,YVE22,Low voltage AC (<1kV),Urban, - fuse (any other type),three phase,Started in or originated from a distribution system,LBRA only,0.2,No forecast,0.1,0.02,182968.0,20200224JEM_01,Transformer isol krone box burnt out,,7.62,0,Non forest,Non forest,6,6,0,11.0,94868,MELB,MELBOURNE,,52.8,15,7.7,0
1262,1263,PowerCor 19/102,PowerCor,18/12/2019,12/18/19 0:00,43817.0,0.494444444,-37.534065,143.885429,"15 KIEWA STREET, NERRINA VIC 3350",30003432.0,BAN011,22kV AC,Rural Long, - crossarm (wood),three phase,Started in or originated from a distribution system,within area delineated on plan LEGL./16-354,4.6,Very high,1.0,4.6,,20200518PWA_01 ,Inspector reports burnt HV crossarm near HV fuse mount at incident location. No ground fire.,,7.62,44,Eucalypt Medium Open,Native forest,2,2,1,532.3959961,94852,YBLT,BALLARAT,,4.4,24.6,24.7,1
935,936,Ausnet 19/91,Ausnet,4/01/2020,1/4/20 0:33,43834.02292,43834.02292,-37.73508099,145.221138,"246 RESEARCH-WARRANDYTE ROAD, NORTH WARRANDYTE VIC 3113",1206694.0,RWN34,22kV AC,RURAL SHORT, - pole (concrete),three phase,"Started by any person, bird, reptile or other animal coming into contact with a distribution system",within electric line construction area,19.8,HIGH,0.5,9.9,,20200109SPN_02,Wildlife (possum) came into contact with exposed earth flag bolt on pole top switch and fell onto garden bed covered in wood chips/leaves starting a small grass fire.,,7.62,44,Eucalypt Medium Open,Native forest,2,2,1,45.46253586,95867,SCOR,SCORESBY AWS,,129.4,26.9,21.8,0
437,438,Ausnet 17/65,Ausnet,18/12/2017,12/18/17 16:19,43087.67986,43087.67986,-38.13425569,147.0954394,Sale Common Nature Reserve,1613390.0,SLE-LFD 66kV,66kV AC,UNCLASSIFIED, - overhead conductor (bare; all aluminium conductor),three phase,"Started by any person, bird, reptile or other animal coming into contact with a distribution system",within area delineated on plan LEGL./16-354,4.6,HIGH,0.5,2.3,231768.0,20171219SPN_02,An Eagle caused a flashover to earth on a 66kV pole structure.,,7.62,41,Eucalypt Medium Woodland,Native forest,1,2,1,3.799308062,94907,YMES,SALE,,119.2,25,22.4,0
418,419,Ausnet 17/118,Ausnet,28/02/2018,2/28/18 17:54,43159.74583,43159.74583,-38.13822501,146.294843,"200 PURVIS ROAD, TANJIL SOUTH VIC 3825",2210545.0,MOE14,22kV AC,RURAL SHORT, - overhead conductor (bare; steel),single phase,"Started by any tree, or part of a tree, falling upon or coming into contact with a distribution system",within area delineated on plan LEGL./16-354,4.6,VERY HIGH,1.0,4.6,232631.0,20180301SPN_02,Tree fell into HV conductor during windy conditions.,,7.62,44,Eucalypt Medium Open,Native forest,2,2,1,149.1930542,94891,YLTV,LATROBE VALLEY,,1.2,27,20.8,1
1671,1672,Powercor 18/292,Powercor,1/04/2019,4/1/19 0:00,43556.0,0.409722222,-35.026649,142.746414,"Mallee HWY, Manangatang 3546",30099720.0,OYN003,22kV AC,Rural Long, - crossarm (wood),three phase,Started in or originated from a distribution system,HBRA only,1.0,Low-moderate,0.2,0.2,,20190730PWA_06,Report from customer of burn crossarm and conductors hanging low.,,7.62,0,Non forest,Non forest,6,6,0,54.64717865,94831,OUYE,OUYEN,,11.6,22,11.1,0
854,855,United 18/61,United,1/01/2019,1/1/19 0:00,43466.0,0.074618056,-37.90256057,145.0435854,"UNIT 2 14 ULUPNA ROAD, ORMOND VIC 3204",2322759.0,BT 09,Low voltage AC (<1kV),Urban, - connection box,single phase,Started in or originated from a distribution system,LBRA only,0.2,High,0.5,0.1,1251214.0,20190102UTD_01,Removed the jbox from poa and rapaired active and neutral connection at poa. UE j/box caused fire and damaged cust fascia and smoke damage to house.Supply on Fire ignition report num is 01567.  LIS 8803375,,7.62,0,Non forest,Non forest,6,6,0,41.12155151,94870,YMMB,MOORABBIN AWS,,12.6,28.4,25.6,0
1037,1038,Ausnet 18/151,Ausnet,25/03/2019,3/25/19 15:04,43549.62778,43549.62778,-37.76581,145.430384,"2 MAURICE ROAD, GRUYERE VIC 3139",1002272.0,LDL23,22kV AC,RURAL LONG, - overhead conductor (bare; aluminium core steel reinforced),three phase,"Started by any tree, or part of a tree, falling upon or coming into contact with a distribution system",within area delineated on plan LEGL./16-354,4.6,VERY HIGH,1.0,4.6,,20190326SPN_02,"Total of 4 separate fires reported in the vicinity totalling an estimated 12,000 square metres but geographically disjointed.
2 x fires on property (2 Maurice Rd, Gruyere) and road reserve between LIS1002272 and LIS1002273 following a tree branch making c",,7.62,0,Non forest,Non forest,6,6,0,129.6012573,94864,YCEM,COLDSTREAM AWS,,14.6,24.8,15.9,0
1363,1364,Ausnet 18/50,Ausnet,8/11/2018,11/8/18 14:04,43412.58611,43412.58611,-36.93744369,145.4195188,"644 PONKEEN CREEK ROAD, TARCOMBE VIC 3666",3902809.0,BN1,12.7kV AC (SWER),RURAL LONG, - fuse (EDO fuse),single wire earth return (SWER),Started by lightning striking a distribution system or a part of a distribution system ,within area delineated on plan LEGL./16-354,4.6,LOW-MODERATE,0.2,0.92,,20181116SPN_01,The EDO fuse operation was triggered by lightning in the area. The hung up of the fuse is due to  accumulation of dry mud at the bottom of the fuse by insect/wasp. When the fuse link blows the tension is unable to be released causing the spring and the tu,,7.62,0,Non forest,Non forest,6,6,0,311.9771118,94874,YMNG,MANGALORE AWS,,69.6,22,19.8,1
768,769,Powercor 16/142,Powercor,17/02/2017,2/17/17 0:00,42783.0,0.641666667,-37.82732,144.77876,,33074084.0,LVN024,22kV AC,Urban, - switch (disconnector/isolator),three phase,Started by any other thing forming part of or coming into contact with a distribution system,LBRA only,0.2,High,0.5,0.1,12826.0,20170221PWA_02,The MFB reported that a truck had hit wires at corner of Australis drive and Robinsons road and started a fire at the incident location. Truck and grass on fire. MFB was on site. On arrival the fault crew found a truck had collided with a 66KV/22KV INT po,,7.62,0,Non forest,Non forest,6,6,0,26.77666664,94865,YLVT,LAVERTON AWS,,47,25.9,20.5,0
1557,1558,Ausnet 18/168,Ausnet,1/05/2019,5/1/19 6:19,43586.26319,43586.26319,-36.09530701,146.657108,331 Soldiers Rd Barnawartha VIC 3688,5235940.0,BWA22,22kV AC,RURAL LONG, - fuse (boric acid),single phase,Otherwise started by a distribution system,within area delineated on plan LEGL./16-354,4.6,LOW-MODERATE,0.2,0.92,,20190501SPN_03,BA HV fuse has candled,,7.62,0,Non forest,Non forest,6,6,0,166.6781006,95837,RGLN,RUTHERGLEN RESEARCH,,63.5,17.8,7.6,0
997,998,Ausnet 17/77,Ausnet,6/01/2018,1/6/18 9:24,43106.39167,43106.39167,-37.73563961,145.22237,"2 KANGAROO GROUND-WARRANDYTE ROAD, NORTH WARRANDYTE VIC 3113",1206325.0,RWN34,22kV AC,RURAL SHORT, - overhead conductor (ABC),three phase,Otherwise started by a distribution system,within electric line construction area,19.8,EXTREME,3.5,69.3,231899.0,20180108SPN_01,The catenary wire shorted to HVABC conductor.,,7.62,44,Eucalypt Medium Open,Native forest,2,2,1,34.98423004,95867,SCOR,SCORESBY AWS,,73.6,27.2,23.9,0
