,Latitude_3,Longitude_3,Voltage_of_line_in_which__fire_,Location_multiplier,Danger_multiplier,Product_of_multipliers,COVER,HEIGHT,FOREST,Elevation,Monthly Avg Rainfall,Monthly Mean Max Temperature,Monthly Mean Solar Exposure,Is_Fire,day,month,year
858,-37.75833534,145.1083162,22kV AC,0.2,0.5,0.1,6,6,0,41.98415375,20.3,26,21.4,1,4,02,2019
859,-37.90141852,145.1032975,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,74.24485016,14.6,24.8,15.9,1,1,03,2019
860,-37.8587537,145.0710718,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,45.98781204,14.6,24.8,15.9,1,1,03,2019
861,-37.90081653,145.0129401,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,13.00729847,14.6,24.8,15.9,1,2,03,2019
862,-37.86594083,145.0758424,11kV AC,0.2,0.5,0.1,6,6,0,43.07409668,63.5,17.8,7.6,1,7,05,2019
863,-37.86819696,145.0599577,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,27.00000381,63.5,17.8,7.6,1,13,05,2019
864,-37.796278,144.931727,66kV AC,0.2,0.1,0.02,6,6,0,10.98028278,19,17.2,14.6,1,11,09,2018
865,-37.74111,144.963677,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,62.02183533,69.6,22,19.8,1,7,11,2018
866,-37.783272,144.927772,11kV AC,0.2,0.5,0.1,6,6,0,20.92886353,117.3,25.7,22.1,1,6,12,2018
867,-37.743947,145.035572,66kV AC,0.2,0.2,0.04,6,6,0,56.90214157,20.3,26,21.4,1,7,02,2019
868,-37.770497,145.055182,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,56.31673813,11.6,22,11.1,1,10,04,2019
869,-37.751563,144.97851,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,49.99335861,57.5,15.5,7.2,1,25,06,2019
872,-37.82971995,144.938951,11kV AC,0.2,0.2,0.04,6,6,0,2.838260889,69.6,22,19.8,1,21,11,2018
873,-37.8506075,145.1018104,11kV AC,0.2,0.1,0.02,6,6,0,76.32331848,0,14.8,10.1,1,31,08,2017
874,-37.88063861,144.9870202,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,2.0,43.4,20.7,18.3,1,1,10,2017
875,-37.8185521,145.1148102,22kV AC,0.2,0.5,0.1,6,6,0,89.39950562,46.2,25.9,22.8,1,23,11,2017
876,-37.8984635,144.9949536,11kV AC,0.2,0.2,0.04,6,6,0,10.25370407,119.2,25,22.4,1,2,12,2017
877,-37.90876239,145.0612266,66kV AC,0.2,0.2,0.04,6,6,0,47.00311661,73.6,27.2,23.9,1,8,01,2018
878,-37.7809304,145.1234074,11kV AC,0.2,0.5,0.1,6,6,0,109.0,73.6,27.2,23.9,1,25,01,2018
879,-37.75640501,145.1248752,11kV AC,0.2,0.2,0.04,6,6,0,35.02583313,1.2,27,20.8,1,12,02,2018
880,-37.88528011,145.0252432,11kV AC,0.2,0.5,0.1,6,6,0,27.99918938,1.2,27,20.8,1,13,02,2018
881,-37.88721066,145.0248812,11kV AC,0.2,1.0,0.2,6,6,0,26.99657822,1.2,27,20.8,1,14,02,2018
882,-37.83705488,145.1179829,22kV AC,0.2,0.5,0.1,6,6,0,85.3687973,1.2,27,20.8,1,21,02,2018
883,-37.88587848,145.1375281,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,88.15085602,1.2,27,20.8,1,28,02,2018
884,-37.83581798,145.1212283,22kV AC,0.2,0.2,0.04,6,6,0,86.13409424,24.6,24.9,16.6,1,1,03,2018
885,-37.86974181,144.9774928,11kV AC,0.2,0.5,0.1,6,6,0,2.000679016,24.6,24.9,16.6,1,7,03,2018
886,-37.88429745,144.9909998,11kV AC,0.2,0.5,0.1,6,6,0,2.855061054,24.6,24.9,16.6,1,8,03,2018
887,-37.84993625,145.1157462,Low voltage AC (<1kV),0.2,2.0,0.4,6,6,0,66.63896179,24.6,24.9,16.6,1,18,03,2018
888,-37.78790229,145.1192917,22kV AC,0.2,0.1,0.02,6,6,0,88.35176849,72.2,17.6,7.3,1,26,05,2018
889,-37.738271,144.948763,22kV AC,0.2,0.1,0.02,6,6,0,61.0,35.6,14.5,7.9,1,7,07,2017
890,-37.768721,145.041129,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,52.00553513,35.6,14.5,7.9,1,25,07,2017
891,-37.80285,144.929114,66kV AC,0.2,0.2,0.04,6,6,0,2.999675274,24.6,24.9,16.6,1,1,03,2018
892,-37.727953,145.045814,22kV AC,0.2,2.0,0.4,6,6,0,69.29051208,24.6,24.9,16.6,1,17,03,2018
893,-37.72604302,145.140419,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,30.98933411,73.6,27.2,23.9,1,28,01,2018
894,-37.73720774,145.1277217,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,37.98758316,19,21.8,10.9,1,9,04,2018
895,-37.76707651,145.0866268,22kV AC,0.2,0.1,0.02,6,6,0,47.96205139,104.6,16.7,12.6,1,13,09,2016
896,-37.85069973,145.043454,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,14.02047729,70.2,19.3,17.5,1,2,10,2016
897,-37.89541982,145.0582947,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,42.02970123,36.4,20.8,19.5,1,7,11,2016
898,-37.86346872,145.0805514,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,53.93020248,47.7,25.5,24,1,12,12,2016
899,-37.88732976,145.0003921,11kV AC,0.2,0.5,0.1,6,6,0,12.98729801,33.2,26.5,23.4,1,4,01,2017
900,-37.86194887,145.1368484,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,128.4901123,29.2,26.9,16.8,1,4,03,2017
901,-37.74008,145.0443,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,68.00410461,69.4,15.9,10.1,1,23,08,2016
902,-37.748704,144.955013,22kV AC,0.2,0.5,0.1,6,6,0,56.56020355,47.7,25.5,24,1,20,12,2016
903,-37.73695,144.993198,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,75.00556183,21.4,14.9,7.2,1,25,06,2017
904,-37.838705,144.99312,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,8.978467941,69.4,15.9,10.1,1,18,08,2016
905,-37.86277,145.01956,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,56.49304581,69.4,15.9,10.1,1,20,08,2016
906,-37.832902,144.95615,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,9.781057358,70.2,19.3,17.5,1,19,10,2016
907,-37.802757,144.94565,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,20.03389359,70.2,19.3,17.5,1,28,10,2016
908,-37.760703,144.99776,11kV AC,0.2,0.2,0.04,6,6,0,52.00017548,36.4,20.8,19.5,1,15,11,2016
909,-37.808593,145.076192,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,55.83123779,47.7,25.5,24,1,24,12,2016
910,-37.759822,144.99338,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,52.61522675,47.7,25.5,24,1,29,12,2016
911,-37.798416,144.99531,11kV AC,0.2,0.5,0.1,6,6,0,20.91576385,33.2,26.5,23.4,1,18,01,2017
912,-37.868193,145.01453,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,35.89468384,29.2,26.9,16.8,1,19,03,2017
913,-37.84018014,145.0724191,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,34.9989624,29.6,17.2,8.3,1,19,05,2017
914,-37.824959,144.99797,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,15.01558399,29.6,17.2,8.3,1,28,05,2017
915,-37.83059263,145.0528933,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,42.99830246,21.4,14.9,7.2,1,30,06,2017
916,-37.88470115,145.2067347,22kV AC,1.0,0.2,0.2,6,6,0,55.50438309,27.7,21.3,18.8,1,28,10,2019
917,-37.79265072,145.186213,Low voltage AC (<1kV),0.2,3.5,0.7,6,6,0,109.9863739,4.4,24.6,24.7,1,30,12,2019
918,-37.80971137,145.1452732,22kV AC,0.2,0.2,0.04,6,6,0,106.2120209,129.4,26.9,21.8,1,5,01,2020
919,-37.82013125,145.1855931,22kV AC,0.2,0.2,0.04,6,6,0,142.00177,129.4,26.9,21.8,1,19,01,2020
920,-37.79827081,145.1842654,22kV AC,0.2,0.5,0.1,6,6,0,111.0969391,75.8,24.4,17.9,1,13,02,2020
921,-37.79083992,145.1740037,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,128.9967651,78.2,22.9,14.4,1,11,03,2020
922,-37.89248827,145.2320034,22kV AC,0.2,0.5,0.1,6,6,0,70.01073456,145.6,19.3,9.8,1,3,04,2020
923,-37.83528591,145.1759365,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,114.1038742,82.8,16.4,8.3,1,5,05,2020
924,-37.85814855,145.1508531,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,126.9633942,30.8,14.9,7.6,1,8,06,2020
925,-37.76124102,145.354449,22kV AC,0.2,0.1,0.02,5,5,1,118.9979324,52.8,15,7.7,1,11,07,2019
926,-37.80366302,145.305726,22kV AC,0.2,0.1,0.02,6,6,0,114.999527,52.8,15,7.7,1,15,07,2019
927,-37.84692104,145.2219295,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,107.0753326,52.8,15,7.7,1,19,07,2019
928,-37.81683893,145.325877,22kV AC,0.2,0.1,0.02,6,6,0,147.5918427,64.3,14.5,10,1,15,08,2019
929,-37.753261,145.212213,Low voltage AC (<1kV),4.6,0.2,0.92,2,2,1,98.10494232,27.7,21.3,18.8,1,7,10,2019
930,-37.80295801,145.344487,22kV AC,1.0,0.5,0.5,6,6,0,166.998291,27.7,21.3,18.8,1,29,10,2019
931,-37.80295801,145.344487,22kV AC,1.0,1.0,1.0,6,6,0,166.998291,60.8,21.8,20.4,1,21,11,2019
932,-37.86394601,145.252508,22kV AC,0.2,0.2,0.04,6,6,0,81.99275208,60.8,21.8,20.4,1,30,11,2019
933,-37.82738513,145.2432466,22kV AC,0.2,0.5,0.1,6,6,0,122.5010529,4.4,24.6,24.7,1,22,12,2019
934,-37.80026801,145.295567,22kV AC,0.2,1.0,0.2,6,6,0,112.2078857,4.4,24.6,24.7,1,29,12,2019
935,-37.73508099,145.221138,22kV AC,19.8,0.5,9.9,2,2,1,45.46253586,129.4,26.9,21.8,1,4,01,2020
936,-37.76927102,145.288702,22kV AC,0.2,0.2,0.04,6,6,0,89.15501404,129.4,26.9,21.8,1,5,01,2020
937,-37.813406,145.361388,Low voltage AC (<1kV),19.8,0.2,3.96,6,6,0,258.3159485,129.4,26.9,21.8,1,19,01,2020
938,-37.83639608,145.360287,6.6kV AC,19.8,0.2,3.96,6,6,0,472.3889465,129.4,26.9,21.8,1,20,01,2020
939,-37.83420498,145.2406,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,121.9387589,129.4,26.9,21.8,1,30,01,2020
940,-37.73810199,145.220966,Low voltage AC (<1kV),4.6,2.0,9.2,6,6,0,45.74120712,129.4,26.9,21.8,1,31,01,2020
941,-37.72710602,145.149167,22kV AC,4.6,0.2,0.92,5,5,1,46.12688446,78.2,22.9,14.4,1,24,03,2020
942,-37.84678272,145.2903419,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,139.9666748,78.2,22.9,14.4,1,28,03,2020
943,-37.85665222,145.2395579,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,86.2963562,145.6,19.3,9.8,1,24,04,2020
944,-37.79647199,145.256306,22kV AC,0.2,0.1,0.02,6,6,0,131.0,82.8,16.4,8.3,1,4,05,2020
945,-37.79600602,145.257056,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,131.9060516,82.8,16.4,8.3,1,13,05,2020
946,-37.75498898,145.272619,22kV AC,4.6,0.1,0.46,6,6,0,159.5406799,30.8,14.9,7.6,1,21,06,2020
947,-37.81786711,145.1760891,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,130.0008392,22,14.8,8,1,9,07,2018
948,-37.84150607,145.2001499,22kV AC,0.2,0.1,0.02,6,6,0,123.4243011,19,17.2,14.6,1,25,09,2018
949,-37.8113368,145.1742199,22kV AC,0.2,0.5,0.1,6,6,0,111.5581131,19,17.2,14.6,1,27,09,2018
950,-37.88936006,145.2203998,22kV AC,0.2,0.5,0.1,6,6,0,81.63452911,19,17.2,14.6,1,27,09,2018
951,-37.9019545,145.1498825,22kV AC,0.2,0.2,0.04,6,6,0,78.90081024,24.9,21.4,19.2,1,9,10,2018
952,-37.81294725,145.1732696,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,117.0341797,117.3,25.7,22.1,1,5,12,2018
953,-37.82790846,145.1584956,22kV AC,0.2,0.2,0.04,6,6,0,88.46589661,117.3,25.7,22.1,1,13,12,2018
954,-37.77442436,145.1830643,22kV AC,0.2,1.0,0.2,6,6,0,74.84843445,12.6,28.4,25.6,1,30,01,2019
955,-37.81835721,145.1961355,22kV AC,0.2,1.0,0.2,6,6,0,132.0733185,12.6,28.4,25.6,1,30,01,2019
956,-37.83968318,145.1835708,Low voltage AC (<1kV),0.2,2.0,0.4,6,6,0,124.2936249,20.3,26,21.4,1,3,02,2019
957,-37.89105005,145.1884114,22kV AC,0.2,1.0,0.2,6,6,0,71.9945755,14.6,24.8,15.9,1,29,03,2019
958,-37.77416281,145.1477824,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,102.5909424,57.5,15.5,7.2,1,22,06,2019
959,-37.81577599,145.305271,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,113.9457703,22,14.8,8,1,2,07,2018
960,-37.84811749,145.2864256,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,110.9254532,22,14.8,8,1,2,07,2018
961,-37.83135264,145.2691671,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,98.0,22,14.8,8,1,8,07,2018
962,-37.766094,145.239649,22kV AC,4.6,0.1,0.46,6,6,0,130.4500275,49.4,15.1,10.1,1,5,08,2018
963,-37.86723632,145.2360552,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,67.88288879,49.4,15.1,10.1,1,20,08,2018
964,-37.79756,145.239649,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,152.0297241,69.6,22,19.8,1,6,11,2018
965,-37.74539562,145.26232,22kV AC,4.6,0.2,0.92,6,6,0,106.4520264,117.3,25.7,22.1,1,2,12,2018
966,-37.80055901,145.329362,22kV AC,0.2,0.5,0.1,6,6,0,142.8673096,12.6,28.4,25.6,1,26,01,2019
967,-37.75633598,145.353248,22kV AC,0.2,0.5,0.1,6,6,0,99.41439056,20.3,26,21.4,1,1,02,2019
968,-37.73673899,145.172315,22kV AC,4.6,0.2,0.92,6,6,0,36.88124084,20.3,26,21.4,1,10,02,2019
969,-37.78947498,145.283148,22kV AC,0.2,0.5,0.1,6,6,0,126.0098495,20.3,26,21.4,1,12,02,2019
970,-37.79894004,145.215899,22kV AC,0.2,0.5,0.1,6,6,0,155.7045593,20.3,26,21.4,1,18,02,2019
971,-37.76898298,145.322778,22kV AC,0.2,0.5,0.1,6,6,0,159.9864197,14.6,24.8,15.9,1,4,03,2019
972,-37.85680903,145.2262357,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,103.1691055,14.6,24.8,15.9,1,17,03,2019
973,-37.8045885,145.2726485,22kV AC,0.2,0.2,0.04,6,6,0,121.8453674,14.6,24.8,15.9,1,31,03,2019
974,-37.88084657,145.2718381,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,100.3687744,11.6,22,11.1,1,21,04,2019
975,-37.8729057,145.205375,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,82.49864197,0,14.8,10.1,1,21,08,2017
976,-37.89919083,145.1723998,22kV AC,0.2,0.2,0.04,6,6,0,111.0140762,46.2,25.9,22.8,1,7,11,2017
977,-37.90182277,145.1746367,22kV AC,0.2,0.2,0.04,6,6,0,109.0096893,46.2,25.9,22.8,1,7,11,2017
978,-37.90785278,145.1606082,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,89.0071106,119.2,25,22.4,1,11,12,2017
979,-37.82378685,145.1574335,22kV AC,0.2,2.0,0.4,6,6,0,106.936264,73.6,27.2,23.9,1,19,01,2018
980,-37.7827389,145.1541665,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,91.06811523,73.6,27.2,23.9,1,28,01,2018
981,-37.83057134,145.1871289,22kV AC,0.2,0.5,0.1,6,6,0,124.9854736,73.6,27.2,23.9,1,30,01,2018
982,-37.82161428,145.1576538,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,106.0661774,1.2,27,20.8,1,10,02,2018
983,-37.78885029,145.1904546,22kV AC,0.2,1.0,0.2,6,6,0,95.74195862,1.2,27,20.8,1,14,02,2018
984,-37.83597647,145.1951044,22kV AC,0.2,0.2,0.04,6,6,0,147.0236664,24.6,24.9,16.6,1,1,03,2018
985,-37.83229805,145.1799869,22kV AC,0.2,0.2,0.04,6,6,0,129.9104919,24.6,24.9,16.6,1,1,03,2018
986,-37.79591863,145.1419068,22kV AC,0.2,2.0,0.4,6,6,0,82.0484314,24.6,24.9,16.6,1,18,03,2018
987,-37.81597249,145.1667121,22kV AC,0.2,0.5,0.1,6,6,0,113.9979553,24.6,24.9,16.6,1,24,03,2018
988,-37.79400917,145.1418615,22kV AC,0.2,0.5,0.1,6,6,0,88.07048798,19,21.8,10.9,1,11,04,2018
989,-37.82308267,145.2120947,22kV AC,0.2,0.1,0.02,6,6,0,114.9058228,72.2,17.6,7.3,1,31,05,2018
990,-37.83303921,145.1593257,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,94.02671051,47.2,14.3,7.2,1,15,06,2018
991,-37.89366094,145.2918975,22kV AC,0.2,0.1,0.02,6,6,0,97.94701385,35.6,14.5,7.9,1,6,07,2017
992,-37.88847123,145.2945078,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,98.0400238,0,14.8,10.1,1,25,08,2017
993,-37.75647101,145.225271,22kV AC,4.6,0.2,0.92,6,6,0,59.85639954,119.2,25,22.4,1,9,12,2017
994,-37.77575156,145.3375357,22kV AC,0.2,1.0,0.2,6,6,0,134.4303589,119.2,25,22.4,1,19,12,2017
995,-37.781683,145.209709,22kV AC,0.2,0.5,0.1,6,6,0,126.0764389,119.2,25,22.4,1,27,12,2017
996,-37.85659712,145.2375792,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,94.15264893,119.2,25,22.4,1,31,12,2017
997,-37.73563961,145.22237,22kV AC,19.8,3.5,69.3,2,2,1,34.98423004,73.6,27.2,23.9,1,6,01,2018
998,-37.81436599,145.254482,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,152.0830994,73.6,27.2,23.9,1,21,01,2018
999,-37.77470001,145.24039,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,127.5020447,73.6,27.2,23.9,1,28,01,2018
1000,-37.81315298,145.324144,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,132.6843109,1.2,27,20.8,1,23,02,2018
1001,-37.851301,145.250666,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,101.0183868,1.2,27,20.8,1,28,02,2018
1002,-37.90010504,145.314159,Low voltage AC (<1kV),4.6,1.0,4.6,6,6,0,155.7716522,24.6,24.9,16.6,1,21,03,2018
1003,-37.757381,145.352184,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,106.5139999,47.2,14.3,7.2,1,26,06,2018
1004,-37.89888856,145.2233307,22kV AC,0.2,0.1,0.02,6,6,0,55.87324142,68.6,14.6,7.2,1,13,07,2016
1005,-37.80077114,145.1923466,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,116.9959412,68.6,14.6,7.2,1,26,07,2016
1006,-37.85054444,145.1466807,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,102.0529633,69.4,15.9,10.1,1,25,08,2016
1007,-37.79734301,145.1826827,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,119.2174835,104.6,16.7,12.6,1,22,09,2016
1008,-37.79694046,145.1698199,22kV AC,0.2,0.5,0.1,6,6,0,110.001236,36.4,20.8,19.5,1,4,11,2016
1009,-37.88635606,145.1418188,22kV AC,0.2,0.5,0.1,6,6,0,99.84217834,47.7,25.5,24,1,24,12,2016
1010,-37.79806146,145.1603826,22kV AC,0.2,0.5,0.1,6,6,0,89.65984344,33.2,26.5,23.4,1,18,01,2017
1011,-37.82948286,145.2005466,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,138.5144653,29.2,26.9,16.8,1,6,03,2017
1012,-37.82497809,145.1691914,22kV AC,0.2,0.2,0.04,6,6,0,109.9986496,142.7,20.8,10.8,1,14,04,2017
1013,-37.81087674,145.2544462,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,137.437088,68.6,14.6,7.2,1,6,07,2016
1014,-37.896688,145.23435,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,69.85164642,104.6,16.7,12.6,1,24,09,2016
1015,-37.72605374,145.1471814,22kV AC,0.2,0.1,0.02,2,2,1,26.99886894,70.2,19.3,17.5,1,9,10,2016
1016,-37.77279927,145.2757476,22kV AC,0.2,0.5,0.1,6,6,0,135.5049438,47.7,25.5,24,1,4,12,2016
1017,-37.85785778,145.2323963,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,88.98719788,47.7,25.5,24,1,12,12,2016
1018,-37.809565,145.238653,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,125.9964447,33.2,26.5,23.4,1,8,01,2017
1019,-37.89466602,145.249038,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,68.07116699,33.2,26.5,23.4,1,17,01,2017
1020,-37.83019501,145.334704,22kV AC,19.8,0.5,9.9,6,6,0,187.0052185,33.2,26.5,23.4,1,25,01,2017
1021,-37.77025098,145.203775,Low voltage AC (<1kV),4.6,0.2,0.92,2,2,1,102.0721436,47,25.9,20.5,1,5,02,2017
1022,-37.821889,145.243173,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,123.2412872,47,25.9,20.5,1,8,02,2017
1023,-37.83583999,145.238921,66kV AC,0.2,0.5,0.1,6,6,0,115.8506851,47,25.9,20.5,1,16,02,2017
1024,-37.81332497,145.286995,22kV AC,0.2,1.0,0.2,6,6,0,125.6192322,47,25.9,20.5,1,28,02,2017
1025,-37.850995,145.260161,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,85.17868042,142.7,20.8,10.8,1,24,04,2017
1026,-37.89886899,145.332669,Low voltage AC (<1kV),19.8,0.1,1.98,6,6,0,210.2119904,21.4,14.9,7.2,1,15,06,2017
1027,-37.89434102,145.41676,22kV AC,4.6,0.1,0.46,6,6,0,223.9487305,52.8,15,7.7,1,23,07,2019
1028,-37.88459719,145.4199996,Low voltage AC (<1kV),4.6,1.0,4.6,6,6,0,224.4388733,60.8,21.8,20.4,1,21,11,2019
1029,-37.88219102,145.395212,22kV AC,19.8,0.1,1.98,6,6,0,258.0623779,82.8,16.4,8.3,1,18,05,2020
1030,-37.79068401,145.377419,22kV AC,19.8,0.1,1.98,6,6,0,188.0213013,30.8,14.9,7.6,1,1,06,2020
1031,-37.81175801,145.442727,22kV AC,4.6,0.1,0.46,6,6,0,249.3535614,30.8,14.9,7.6,1,5,06,2020
1032,-37.86035401,145.376975,Low voltage AC (<1kV),19.8,0.1,1.98,6,6,0,550.4223633,49.4,15.1,10.1,1,1,08,2018
1033,-37.87714902,145.399436,Low voltage AC (<1kV),19.8,0.2,3.96,6,6,0,226.6085205,24.9,21.4,19.2,1,24,10,2018
1034,-37.88603402,145.370041,Low voltage AC (<1kV),19.8,1.0,19.8,2,2,1,350.6894836,12.6,28.4,25.6,1,24,01,2019
1035,-37.758494,145.430367,22kV AC,4.6,0.5,2.3,6,6,0,120.0094299,20.3,26,21.4,1,8,02,2019
1036,-37.88538201,145.411886,22kV AC,19.8,0.5,9.9,2,2,1,233.0325623,20.3,26,21.4,1,18,02,2019
1037,-37.76581,145.430384,22kV AC,4.6,1.0,4.6,6,6,0,129.6012573,14.6,24.8,15.9,1,25,03,2019
1038,-37.819215,145.420278,22kV AC,4.6,0.5,2.3,6,6,0,231.9033051,11.6,22,11.1,1,19,04,2019
1039,-37.826407,145.451056,22kV AC,4.6,0.2,0.92,6,6,0,221.7317352,46.2,25.9,22.8,1,28,11,2017
1040,-37.78075099,145.427229,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,187.6087341,119.2,25,22.4,1,4,12,2017
1041,-37.72574666,145.4002218,22kV AC,4.6,1.0,4.6,6,6,0,102.3694229,1.2,27,20.8,1,19,02,2018
1042,-37.87288245,145.4064272,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,262.0036926,72.2,17.6,7.3,1,19,05,2018
1043,-37.798582,145.407879,Low voltage AC (<1kV),4.6,1.0,4.6,6,6,0,226.9650879,47,25.9,20.5,1,15,02,2017
1044,-37.82737599,145.598645,22kV AC,4.6,0.2,0.92,6,6,0,219.6334686,145.6,19.3,9.8,1,8,04,2020
1045,-37.84689101,145.474376,22kV AC,4.6,1.0,4.6,6,6,0,142.2465515,11.6,22,11.1,1,5,04,2019
1046,-37.88313664,145.5060391,12.7kV AC (SWER),4.6,0.1,0.46,6,6,0,187.5693512,70.2,19.3,17.5,1,2,10,2016
1047,-37.76725099,145.471065,22kV AC,4.6,0.1,0.46,6,6,0,133.0820313,70.2,19.3,17.5,1,16,10,2016
1048,-37.8540985,145.5428847,12.7kV AC (SWER),4.6,0.5,2.3,6,6,0,141.3932495,47,25.9,20.5,1,11,02,2017
1049,-37.75441802,145.652925,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,131.0,78.2,22.9,14.4,1,4,03,2020
1050,-37.75282402,145.700471,22kV AC,19.8,0.2,3.96,6,6,0,156.8480377,145.6,19.3,9.8,1,22,04,2020
1051,-37.86110911,145.639109,22kV AC,4.6,0.1,0.46,6,6,0,401.5465698,57.5,15.5,7.2,1,13,06,2019
1052,-37.83065002,145.676198,22kV AC,4.6,1.0,4.6,2,2,1,155.47229,1.2,27,20.8,1,10,02,2018
1053,-37.75557002,145.684837,22kV AC,19.8,0.1,1.98,6,6,0,170.1313324,69.4,15.9,10.1,1,25,08,2016
1054,-37.74621099,145.653564,Low voltage AC (<1kV),19.8,0.1,1.98,6,6,0,168.5622101,70.2,19.3,17.5,1,12,10,2016
1055,-37.83912461,146.6931115,22kV AC,1.0,1.0,1.0,6,6,0,188.2848816,24.6,24.9,16.6,1,18,03,2018
1056,-37.857047,146.99265,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,41.23129654,12.6,28.4,25.6,1,15,01,2019
1057,-37.84675098,147.009526,Low voltage AC (<1kV),1.0,1.0,1.0,6,6,0,44.22402191,33.2,26.5,23.4,1,8,01,2017
1058,-37.90153082,147.2116116,12.7kV AC (SWER),1.0,0.2,0.2,6,6,0,80.06236267,47.7,25.5,24,1,17,12,2016
1059,-37.80859237,147.6478225,22kV AC,4.6,0.2,0.92,6,6,0,16.90596008,129.4,26.9,21.8,1,19,01,2020
1060,-37.81553201,147.436645,22kV AC,4.6,0.5,2.3,6,6,0,59.80334854,75.8,24.4,17.9,1,23,02,2020
1061,-37.79769219,147.640466,12.7kV AC (SWER),4.6,0.2,0.92,6,6,0,49.64878845,145.6,19.3,9.8,1,1,04,2020
1062,-37.80427599,147.49044,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,15.56914043,49.4,15.1,10.1,1,28,08,2018
